Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Company
7,07-09-2012,597876.55,Yes,57.84,3.596,198.0950484,7.872,Walmart
7,14-09-2012,541120.2,No,53.66,3.659,198.1267184,7.872,Walmart
7,21-09-2012,530842.25,No,51.77,3.765,198.358523,7.872,Walmart
7,28-09-2012,525545.76,No,50.64,3.789,198.5903276,7.872,Walmart
7,05-10-2012,505830.56,No,48.43,3.779,198.8221322,7.557,Walmart
7,12-10-2012,503463.93,No,41.43,3.76,199.0539368,7.557,Walmart
7,19-10-2012,516424.83,No,43.01,3.75,199.1481963,7.557,Walmart
7,26-10-2012,495543.28,No,42.53,3.686,199.2195317,7.557,Walmart
8,05-02-2010,1004137.09,No,34.14,2.572,214.4714512,6.299,Walmart
8,12-02-2010,994801.4,Yes,33.34,2.548,214.6214189,6.299,Walmart
8,19-02-2010,963960.37,No,39.1,2.514,214.6664878,6.299,Walmart
8,26-02-2010,847592.11,No,37.91,2.561,214.6940735,6.299,Walmart
8,05-03-2010,881503.95,No,45.64,2.625,214.7216592,6.299,Walmart
8,12-03-2010,860336.16,No,49.76,2.667,214.7492449,6.299,Walmart
8,19-03-2010,839911,No,47.26,2.72,214.5764954,6.299,Walmart
8,26-03-2010,772539.12,No,46.51,2.732,214.3703567,6.299,Walmart
8,02-04-2010,914500.91,No,60.18,2.719,214.164218,6.29,Walmart
8,09-04-2010,916033.92,No,59.25,2.77,213.9580793,6.29,Walmart
8,16-04-2010,882917.12,No,62.66,2.808,213.8186357,6.29,Walmart
8,23-04-2010,850440.26,No,56.1,2.795,213.768119,6.29,Walmart
8,30-04-2010,778672.64,No,61.01,2.78,213.7176024,6.29,Walmart
8,07-05-2010,916820.96,No,62.68,2.835,213.6670857,6.29,Walmart
8,14-05-2010,873337.84,No,61.35,2.854,213.6655355,6.29,Walmart
8,21-05-2010,818333.21,No,66.03,2.826,213.9577839,6.29,Walmart
8,28-05-2010,868041.56,No,74.71,2.759,214.2500323,6.29,Walmart
8,04-06-2010,958225.41,No,75.71,2.705,214.5422806,6.29,Walmart
8,11-06-2010,914835.86,No,82.21,2.668,214.834529,6.29,Walmart
8,18-06-2010,869922.56,No,78.79,2.637,214.8324452,6.29,Walmart
8,25-06-2010,814919.11,No,81.78,2.653,214.7126286,6.29,Walmart
8,02-07-2010,852333.75,No,74.78,2.669,214.5928119,6.315,Walmart
8,09-07-2010,845289.77,No,72.49,2.642,214.4729952,6.315,Walmart
8,16-07-2010,848630.57,No,77.49,2.623,214.4640599,6.315,Walmart
8,23-07-2010,785515.88,No,78.29,2.608,214.6029664,6.315,Walmart
8,30-07-2010,787295.09,No,76.02,2.64,214.7418728,6.315,Walmart
8,06-08-2010,893399.77,No,80.37,2.627,214.8807793,6.315,Walmart
8,13-08-2010,867919.21,No,80.11,2.692,215.0196857,6.315,Walmart
8,20-08-2010,870676.44,No,79.36,2.664,214.9779825,6.315,Walmart
8,27-08-2010,888816.78,No,74.92,2.619,214.9362793,6.315,Walmart
8,03-09-2010,899036.47,No,76.14,2.577,214.894576,6.315,Walmart
8,10-09-2010,831425.2,Yes,74.34,2.565,214.8528728,6.315,Walmart
8,17-09-2010,836707.85,No,75.32,2.582,214.8785562,6.315,Walmart
8,24-09-2010,773725.08,No,72.21,2.624,214.9547795,6.315,Walmart
8,01-10-2010,804105.49,No,68.7,2.603,215.0310029,6.433,Walmart
8,08-10-2010,870349.86,No,62.94,2.633,215.1072262,6.433,Walmart
8,15-10-2010,826546.96,No,62.59,2.72,215.1757,6.433,Walmart
8,22-10-2010,836419.14,No,62.86,2.725,215.2248,6.433,Walmart
8,29-10-2010,830756.76,No,57.93,2.716,215.2739,6.433,Walmart
8,05-11-2010,927266.34,No,55.76,2.689,215.323,6.433,Walmart
8,12-11-2010,911538.98,No,54.89,2.728,215.3721,6.433,Walmart
8,19-11-2010,885608.04,No,43.86,2.771,215.2538714,6.433,Walmart
8,26-11-2010,1261693.16,Yes,51.07,2.735,215.1077548,6.433,Walmart
8,03-12-2010,952766.93,No,42.85,2.708,214.9616381,6.433,Walmart
8,10-12-2010,1069061.63,No,42.47,2.843,214.8155214,6.433,Walmart
8,17-12-2010,1220579.55,No,45.03,2.869,214.7510843,6.433,Walmart
8,24-12-2010,1511641.09,No,45.67,2.886,214.7479069,6.433,Walmart
8,31-12-2010,773586.49,Yes,41.47,2.943,214.7447295,6.433,Walmart
8,07-01-2011,873065.23,No,35.77,2.976,214.7415521,6.262,Walmart
8,14-01-2011,809646.66,No,31.62,2.983,214.7930991,6.262,Walmart
8,21-01-2011,822668.23,No,42.06,3.016,215.1729926,6.262,Walmart
8,28-01-2011,782256.66,No,39.26,3.01,215.5528862,6.262,Walmart
8,04-02-2011,944594.78,No,24.48,2.989,215.9327797,6.262,Walmart
8,11-02-2011,996147.39,Yes,28.26,3.022,216.3126733,6.262,Walmart
8,18-02-2011,1065108.64,No,50.64,3.045,216.6310383,6.262,Walmart
8,25-02-2011,917317.15,No,51.29,3.065,216.9247918,6.262,Walmart
8,04-03-2011,935266.43,No,53.18,3.288,217.2185454,6.262,Walmart
8,11-03-2011,900387.29,No,49.14,3.459,217.512299,6.262,Walmart
8,18-03-2011,898289.14,No,56.68,3.488,217.7705442,6.262,Walmart
8,25-03-2011,827968.36,No,59.74,3.473,218.0145862,6.262,Walmart
8,01-04-2011,878762.3,No,49.86,3.524,218.2586281,6.297,Walmart
8,08-04-2011,949825.83,No,65.62,3.622,218.50267,6.297,Walmart
8,15-04-2011,908278.74,No,63.55,3.743,218.7262524,6.297,Walmart
8,22-04-2011,937473.13,No,65.11,3.807,218.8986857,6.297,Walmart
8,29-04-2011,855014.77,No,62.29,3.81,219.071119,6.297,Walmart
8,06-05-2011,941457.34,No,58.92,3.906,219.2435524,6.297,Walmart
8,13-05-2011,895763.41,No,72.96,3.899,219.4159857,6.297,Walmart
8,20-05-2011,836049.89,No,65.54,3.907,219.1746922,6.297,Walmart
8,27-05-2011,857939.41,No,73.14,3.786,218.9333986,6.297,Walmart
8,03-06-2011,929222.16,No,82.05,3.699,218.6921051,6.297,Walmart
8,10-06-2011,897309.41,No,82.21,3.648,218.4508115,6.297,Walmart
8,17-06-2011,922048.41,No,84.73,3.637,218.4021448,6.297,Walmart
8,24-06-2011,864881.24,No,83.94,3.594,218.4979481,6.297,Walmart
8,01-07-2011,883683.35,No,87.26,3.524,218.5937514,6.425,Walmart
8,08-07-2011,861965.12,No,83.57,3.48,218.6895548,6.425,Walmart
8,15-07-2011,849925.37,No,84.26,3.575,218.7746217,6.425,Walmart
8,22-07-2011,829902.42,No,85.46,3.651,218.8328475,6.425,Walmart
8,29-07-2011,807082.19,No,86.46,3.682,218.8910733,6.425,Walmart
8,05-08-2011,892393.77,No,85.15,3.684,218.9492991,6.425,Walmart
8,12-08-2011,856796.1,No,86.05,3.638,219.0075249,6.425,Walmart
8,19-08-2011,895066.5,No,82.92,3.554,219.0701968,6.425,Walmart
8,26-08-2011,912542.82,No,84.69,3.523,219.1336097,6.425,Walmart
8,02-09-2011,891387.14,No,84.77,3.533,219.1970226,6.425,Walmart
8,09-09-2011,848358.09,Yes,69.01,3.546,219.2604355,6.425,Walmart
8,16-09-2011,870971.82,No,69.09,3.526,219.4442443,6.425,Walmart
8,23-09-2011,806444.29,No,68.72,3.467,219.788581,6.425,Walmart
8,30-09-2011,809049.37,No,72.2,3.355,220.1329176,6.425,Walmart
8,07-10-2011,929976.55,No,67.61,3.285,220.4772543,6.123,Walmart
8,14-10-2011,863188.26,No,61.74,3.274,220.7960935,6.123,Walmart
8,21-10-2011,905984.49,No,59.97,3.353,220.9619484,6.123,Walmart
8,28-10-2011,876712.31,No,56.86,3.372,221.1278032,6.123,Walmart
8,04-11-2011,947815.05,No,49.68,3.332,221.2936581,6.123,Walmart
8,11-11-2011,917088.48,No,50.56,3.297,221.4595129,6.123,Walmart
8,18-11-2011,897032.19,No,51.72,3.308,221.6911738,6.123,Walmart
8,25-11-2011,1235163.86,Yes,49.61,3.236,221.9491571,6.123,Walmart
8,02-12-2011,986601.46,No,40.82,3.172,222.2071405,6.123,Walmart
8,09-12-2011,1051922.95,No,30.51,3.158,222.4651238,6.123,Walmart
8,16-12-2011,1118163.94,No,39.79,3.159,222.6910959,6.123,Walmart
8,23-12-2011,1462254.05,No,38.16,3.112,222.8743862,6.123,Walmart
8,30-12-2011,858572.22,Yes,36.33,3.129,223.0576765,6.123,Walmart
8,06-01-2012,872113.23,No,43.47,3.157,223.2409668,5.825,Walmart
8,13-01-2012,817661.76,No,36.46,3.261,223.4242571,5.825,Walmart
8,20-01-2012,813954.82,No,46.81,3.268,223.5188055,5.825,Walmart
8,27-01-2012,778178.53,No,45.52,3.29,223.6133539,5.825,Walmart
8,03-02-2012,927610.69,No,45.56,3.36,223.7079023,5.825,Walmart
8,10-02-2012,1021400.42,Yes,35.71,3.409,223.8024507,5.825,Walmart
8,17-02-2012,1096232.89,No,37.51,3.51,223.9658621,5.825,Walmart
8,24-02-2012,928537.54,No,46.33,3.555,224.1809207,5.825,Walmart
8,02-03-2012,952264.91,No,50.95,3.63,224.3959793,5.825,Walmart
8,09-03-2012,960115.56,No,49.59,3.669,224.6110379,5.825,Walmart
8,16-03-2012,921178.39,No,56.63,3.734,224.7657327,5.825,Walmart
8,23-03-2012,874223.25,No,52.9,3.787,224.8399424,5.825,Walmart
8,30-03-2012,905935.29,No,66.69,3.845,224.9141521,5.825,Walmart
8,06-04-2012,1046816.59,No,62.18,3.891,224.9883618,5.679,Walmart
8,13-04-2012,909989.45,No,65.19,3.891,225.0625714,5.679,Walmart
8,20-04-2012,872288.46,No,63.59,3.877,225.1179914,5.679,Walmart
8,27-04-2012,879448.25,No,70.34,3.814,225.1734114,5.679,Walmart
8,04-05-2012,937232.09,No,73.96,3.749,225.2288314,5.679,Walmart
8,11-05-2012,920128.89,No,64.96,3.688,225.2842514,5.679,Walmart
8,18-05-2012,913922.01,No,64.16,3.63,225.3002908,5.679,Walmart
8,25-05-2012,895157.44,No,76.11,3.561,225.3005779,5.679,Walmart
8,01-06-2012,921161.2,No,78.31,3.501,225.300865,5.679,Walmart
8,08-06-2012,928820,No,74.28,3.452,225.3011521,5.679,Walmart
8,15-06-2012,916918.7,No,77.14,3.393,225.3134743,5.679,Walmart
8,22-06-2012,899449.65,No,78.85,3.346,225.3558843,5.679,Walmart
8,29-06-2012,878298.22,No,84.47,3.286,225.3982943,5.679,Walmart
8,06-07-2012,936205.5,No,81.24,3.227,225.4407043,5.401,Walmart
8,13-07-2012,890488.01,No,78.46,3.256,225.4831143,5.401,Walmart
8,20-07-2012,888834.07,No,79.94,3.311,225.4930078,5.401,Walmart
8,27-07-2012,838227.52,No,81.71,3.407,225.5029014,5.401,Walmart
8,03-08-2012,897076.73,No,85.06,3.417,225.5127949,5.401,Walmart
8,10-08-2012,930745.69,No,83.74,3.494,225.5226885,5.401,Walmart
8,17-08-2012,896613.19,No,81.21,3.571,225.6050797,5.401,Walmart
8,24-08-2012,936373.65,No,73.77,3.62,225.7418442,5.401,Walmart
8,31-08-2012,976137.73,No,75.33,3.638,225.8786088,5.401,Walmart
8,07-09-2012,932160.37,Yes,80.87,3.73,226.0153733,5.401,Walmart
8,14-09-2012,883569.38,No,67.21,3.717,226.1615981,5.401,Walmart
8,21-09-2012,857796.45,No,66.96,3.721,226.3645848,5.401,Walmart
8,28-09-2012,884724.41,No,71.1,3.666,226.5675714,5.401,Walmart
8,05-10-2012,976436.02,No,61.41,3.617,226.7705581,5.124,Walmart
8,12-10-2012,927511.99,No,55.03,3.601,226.9735448,5.124,Walmart
8,19-10-2012,900309.75,No,62.99,3.594,227.0184166,5.124,Walmart
8,26-10-2012,891671.44,No,64.74,3.506,227.0369359,5.124,Walmart
9,05-02-2010,549505.55,No,38.01,2.572,214.6554591,6.415,Walmart
9,12-02-2010,552677.48,Yes,37.08,2.548,214.8056534,6.415,Walmart
9,19-02-2010,511327.9,No,43.06,2.514,214.8506185,6.415,Walmart
9,26-02-2010,473773.27,No,43.83,2.561,214.8780453,6.415,Walmart
9,05-03-2010,507297.88,No,48.43,2.625,214.9054721,6.415,Walmart
9,12-03-2010,494145.8,No,55.76,2.667,214.932899,6.415,Walmart
9,19-03-2010,485744.61,No,53.15,2.72,214.7597274,6.415,Walmart
9,26-03-2010,484946.56,No,51.8,2.732,214.5531227,6.415,Walmart
9,02-04-2010,545206.32,No,65.21,2.719,214.3465181,6.384,Walmart
9,09-04-2010,529384.31,No,64.95,2.77,214.1399135,6.384,Walmart
9,16-04-2010,485764.32,No,66.09,2.808,214.0001817,6.384,Walmart
9,23-04-2010,488683.57,No,61.26,2.795,213.9496138,6.384,Walmart
9,30-04-2010,491723.42,No,66.07,2.78,213.8990459,6.384,Walmart
9,07-05-2010,526128.61,No,68.58,2.835,213.848478,6.384,Walmart
9,14-05-2010,492792.8,No,70.53,2.854,213.8469819,6.384,Walmart
9,21-05-2010,506274.94,No,71.5,2.826,214.1399162,6.384,Walmart
9,28-05-2010,558143.53,No,77.12,2.759,214.4328505,6.384,Walmart
9,04-06-2010,586061.46,No,79.65,2.705,214.7257848,6.384,Walmart
9,11-06-2010,522715.68,No,83.75,2.668,215.0187191,6.384,Walmart
9,18-06-2010,513073.87,No,82.99,2.637,215.0166484,6.384,Walmart
9,25-06-2010,509263.28,No,85.02,2.653,214.8965756,6.384,Walmart
9,02-07-2010,528832.54,No,78.55,2.669,214.7765028,6.442,Walmart
9,09-07-2010,485389.15,No,78.51,2.642,214.6564301,6.442,Walmart
9,16-07-2010,474030.51,No,82.93,2.623,214.6474453,6.442,Walmart
9,23-07-2010,462676.5,No,84.49,2.608,214.7865779,6.442,Walmart
9,30-07-2010,468675.19,No,79.83,2.64,214.9257105,6.442,Walmart
9,06-08-2010,522815.45,No,87.09,2.627,215.064843,6.442,Walmart
9,13-08-2010,481897.98,No,86.85,2.692,215.2039756,6.442,Walmart
9,20-08-2010,499325.38,No,86.3,2.664,215.1619646,6.442,Walmart
9,27-08-2010,506789.66,No,84.01,2.619,215.1199536,6.442,Walmart
9,03-09-2010,511049.06,No,82.47,2.577,215.0779426,6.442,Walmart
9,10-09-2010,484835.2,Yes,77.7,2.565,215.0359315,6.442,Walmart
9,17-09-2010,463448.59,No,81.19,2.582,215.0615285,6.442,Walmart
9,24-09-2010,452905.22,No,77.15,2.624,215.1378313,6.442,Walmart
9,01-10-2010,495692.19,No,69.08,2.603,215.2141341,6.56,Walmart
9,08-10-2010,505069.21,No,65.35,2.633,215.290437,6.56,Walmart
9,15-10-2010,454769.68,No,67.36,2.72,215.3589917,6.56,Walmart
9,22-10-2010,466322.76,No,69.99,2.725,215.4081762,6.56,Walmart
9,29-10-2010,508801.61,No,64.43,2.716,215.4573607,6.56,Walmart
9,05-11-2010,517869.97,No,58.69,2.689,215.5065452,6.56,Walmart
9,12-11-2010,520846.68,No,61.59,2.728,215.5557297,6.56,Walmart
9,19-11-2010,519823.3,No,49.96,2.771,215.4372854,6.56,Walmart
9,26-11-2010,768070.53,Yes,60.18,2.735,215.2909028,6.56,Walmart
9,03-12-2010,578164.82,No,49.89,2.708,215.1445203,6.56,Walmart
9,10-12-2010,618121.82,No,46.1,2.843,214.9981378,6.56,Walmart
9,17-12-2010,685243.2,No,49.7,2.869,214.9334937,6.56,Walmart
9,24-12-2010,873347.55,No,50.93,2.886,214.9301534,6.56,Walmart
9,31-12-2010,459770.85,Yes,45.92,2.943,214.9268131,6.56,Walmart
9,07-01-2011,490981.78,No,41.82,2.976,214.9234729,6.416,Walmart
9,14-01-2011,458086.69,No,36.43,2.983,214.9749587,6.416,Walmart
9,21-01-2011,454021.69,No,44.72,3.016,215.3554013,6.416,Walmart
9,28-01-2011,463561.48,No,43.9,3.01,215.7358438,6.416,Walmart
9,04-02-2011,544612.28,No,31.82,2.989,216.1162864,6.416,Walmart
9,11-02-2011,555279.02,Yes,34.13,3.022,216.496729,6.416,Walmart
9,18-02-2011,610985.56,No,58.5,3.045,216.8154856,6.416,Walmart
9,25-02-2011,513107.2,No,59.01,3.065,217.1095679,6.416,Walmart
9,04-03-2011,542016.18,No,60.67,3.288,217.4036503,6.416,Walmart
9,11-03-2011,517783.5,No,54.75,3.459,217.6977326,6.416,Walmart
9,18-03-2011,515226.11,No,63.82,3.488,217.9563371,6.416,Walmart
9,25-03-2011,497488.4,No,68.79,3.473,218.2007506,6.416,Walmart
9,01-04-2011,520962.14,No,56.12,3.524,218.445164,6.38,Walmart
9,08-04-2011,561625.92,No,71.4,3.622,218.6895775,6.38,Walmart
9,15-04-2011,528420.28,No,71.9,3.743,218.9134935,6.38,Walmart
9,22-04-2011,549502.11,No,72.35,3.807,219.0861659,6.38,Walmart
9,29-04-2011,532226.2,No,70.85,3.81,219.2588382,6.38,Walmart
9,06-05-2011,545251.1,No,62.2,3.906,219.4315106,6.38,Walmart
9,13-05-2011,539126,No,77.66,3.899,219.6041829,6.38,Walmart
9,20-05-2011,518266.9,No,70.49,3.907,219.3622809,6.38,Walmart
9,27-05-2011,553834.04,No,80.42,3.786,219.1203788,6.38,Walmart
9,03-06-2011,587004.29,No,85.8,3.699,218.8784768,6.38,Walmart
9,10-06-2011,550076.32,No,85.81,3.648,218.6365747,6.38,Walmart
9,17-06-2011,558671.14,No,89.15,3.637,218.5877333,6.38,Walmart
9,24-06-2011,538745.93,No,86.74,3.594,218.6836874,6.38,Walmart
9,01-07-2011,537064.03,No,89.14,3.524,218.7796415,6.404,Walmart
9,08-07-2011,535983.13,No,89.04,3.48,218.8755955,6.404,Walmart
9,15-07-2011,512834.04,No,90.45,3.575,218.9607242,6.404,Walmart
9,22-07-2011,491449.94,No,89.08,3.651,219.0187895,6.404,Walmart
9,29-07-2011,471449.98,No,91.1,3.682,219.0768548,6.404,Walmart
9,05-08-2011,554879.67,No,91.52,3.684,219.1349201,6.404,Walmart
9,12-08-2011,520284.79,No,91.63,3.638,219.1929854,6.404,Walmart
9,19-08-2011,540819.44,No,85.8,3.554,219.2556109,6.404,Walmart
9,26-08-2011,542663.53,No,88.95,3.523,219.3189965,6.404,Walmart
9,02-09-2011,544643.33,No,89.33,3.533,219.382382,6.404,Walmart
9,09-09-2011,528784.86,Yes,75.65,3.546,219.4457675,6.404,Walmart
9,16-09-2011,500274.03,No,77.95,3.526,219.6297841,6.404,Walmart
9,23-09-2011,506743.78,No,74.42,3.467,219.9746423,6.404,Walmart
9,30-09-2011,508567.04,No,78.45,3.355,220.3195004,6.404,Walmart
9,07-10-2011,553836.98,No,72.62,3.285,220.6643585,6.054,Walmart
9,14-10-2011,529515.66,No,67.27,3.274,220.9836849,6.054,Walmart
9,21-10-2011,557075.21,No,65.46,3.353,221.1498206,6.054,Walmart
9,28-10-2011,548527.49,No,63.96,3.372,221.3159563,6.054,Walmart
9,04-11-2011,597855.07,No,54.46,3.332,221.4820921,6.054,Walmart
9,11-11-2011,594574.12,No,58.28,3.297,221.6482278,6.054,Walmart
9,18-11-2011,542414.27,No,58.8,3.308,221.8803923,6.054,Walmart
9,25-11-2011,814753.5,Yes,54.32,3.236,222.1389683,6.054,Walmart
9,02-12-2011,613115.21,No,46.84,3.172,222.3975443,6.054,Walmart
9,09-12-2011,630327.28,No,37.65,3.158,222.6561203,6.054,Walmart
9,16-12-2011,705557.97,No,47.31,3.159,222.8825484,6.054,Walmart
9,23-12-2011,905324.68,No,44.43,3.112,223.0661125,6.054,Walmart
9,30-12-2011,549788.36,Yes,43.41,3.129,223.2496766,6.054,Walmart
9,06-01-2012,519585.67,No,47.54,3.157,223.4332408,5.667,Walmart
9,13-01-2012,474964.6,No,42.44,3.261,223.6168049,5.667,Walmart
9,20-01-2012,480130.04,No,51.56,3.268,223.7114288,5.667,Walmart
9,27-01-2012,482451.21,No,49.38,3.29,223.8060527,5.667,Walmart
9,03-02-2012,549967.89,No,54.43,3.36,223.9006766,5.667,Walmart
9,10-02-2012,609736.12,Yes,44.03,3.409,223.9953006,5.667,Walmart
9,17-02-2012,658965.05,No,43.81,3.51,224.1588663,5.667,Walmart
9,24-02-2012,563578.79,No,53.67,3.555,224.3741384,5.667,Walmart
9,02-03-2012,619498.28,No,57.2,3.63,224.5894104,5.667,Walmart
9,09-03-2012,574955.95,No,54.03,3.669,224.8046825,5.667,Walmart
9,16-03-2012,550373.57,No,59.94,3.734,224.9594902,5.667,Walmart
9,23-03-2012,550791.32,No,58.79,3.787,225.0336786,5.667,Walmart
9,30-03-2012,574985.37,No,67.87,3.845,225.107867,5.667,Walmart
9,06-04-2012,677885.99,No,68.83,3.891,225.1820555,5.539,Walmart
9,13-04-2012,578539.86,No,69.19,3.891,225.2562439,5.539,Walmart
9,20-04-2012,542819.03,No,68.04,3.877,225.3117488,5.539,Walmart
9,27-04-2012,550414.99,No,73.07,3.814,225.3672537,5.539,Walmart
9,04-05-2012,586289.08,No,78.98,3.749,225.4227585,5.539,Walmart
9,11-05-2012,592572.3,No,70.94,3.688,225.4782634,5.539,Walmart
9,18-05-2012,571463.93,No,69.52,3.63,225.4942498,5.539,Walmart
9,25-05-2012,547226,No,79.69,3.561,225.4944288,5.539,Walmart
9,01-06-2012,583648.59,No,80.26,3.501,225.4946078,5.539,Walmart
9,08-06-2012,582525.42,No,78.91,3.452,225.4947868,5.539,Walmart
9,15-06-2012,564606.1,No,82.21,3.393,225.5070634,5.539,Walmart
9,22-06-2012,562173.12,No,81.05,3.346,225.5495841,5.539,Walmart
9,29-06-2012,544770.7,No,87.18,3.286,225.5921049,5.539,Walmart
9,06-07-2012,578790.36,No,84.15,3.227,225.6346256,5.277,Walmart
9,13-07-2012,536537.64,No,82.39,3.256,225.6771463,5.277,Walmart
9,20-07-2012,513991.57,No,83.39,3.311,225.6871121,5.277,Walmart
9,27-07-2012,495951,No,86.41,3.407,225.6970779,5.277,Walmart
9,03-08-2012,533887.54,No,90.23,3.417,225.7070437,5.277,Walmart
9,10-08-2012,538713.47,No,88.66,3.494,225.7170094,5.277,Walmart
9,17-08-2012,535153.47,No,86.37,3.571,225.7995323,5.277,Walmart
9,24-08-2012,572887.78,No,77.9,3.62,225.9364729,5.277,Walmart
9,31-08-2012,576879.15,No,80.71,3.638,226.0734135,5.277,Walmart
9,07-09-2012,565812.29,Yes,87.93,3.73,226.2103541,5.277,Walmart
9,14-09-2012,523427.35,No,73.55,3.717,226.3567545,5.277,Walmart
9,21-09-2012,533756.88,No,69.92,3.721,226.5599138,5.277,Walmart
9,28-09-2012,516361.06,No,76.8,3.666,226.7630732,5.277,Walmart
9,05-10-2012,606755.3,No,66.61,3.617,226.9662325,4.954,Walmart
9,12-10-2012,558464.8,No,60.09,3.601,227.1693919,4.954,Walmart
9,19-10-2012,542009.46,No,68.01,3.594,227.214288,4.954,Walmart
9,26-10-2012,549731.49,No,69.52,3.506,227.2328068,4.954,Walmart
10,05-02-2010,2193048.75,No,54.34,2.962,126.4420645,9.765,Walmart
10,12-02-2010,2176028.52,Yes,49.96,2.828,126.4962581,9.765,Walmart
10,19-02-2010,2113432.58,No,58.22,2.915,126.5262857,9.765,Walmart
10,26-02-2010,2006774.96,No,52.77,2.825,126.5522857,9.765,Walmart
10,05-03-2010,1987090.09,No,55.92,2.877,126.5782857,9.765,Walmart
10,12-03-2010,1941346.13,No,52.33,3.034,126.6042857,9.765,Walmart
10,19-03-2010,1946875.06,No,61.46,3.054,126.6066452,9.765,Walmart
10,26-03-2010,1893532.46,No,60.05,2.98,126.6050645,9.765,Walmart
10,02-04-2010,2138651.97,No,63.66,3.086,126.6034839,9.524,Walmart
10,09-04-2010,2041069.37,No,65.29,3.004,126.6019032,9.524,Walmart
10,16-04-2010,1826241.44,No,69.74,3.109,126.5621,9.524,Walmart
10,23-04-2010,1829521.83,No,66.42,3.05,126.4713333,9.524,Walmart
10,30-04-2010,1790694.59,No,69.76,3.105,126.3805667,9.524,Walmart
10,07-05-2010,1921432.16,No,71.06,3.127,126.2898,9.524,Walmart
10,14-05-2010,1808056.41,No,73.88,3.145,126.2085484,9.524,Walmart
10,21-05-2010,1847613.58,No,78.32,3.12,126.1843871,9.524,Walmart
10,28-05-2010,1904618.17,No,76.67,3.058,126.1602258,9.524,Walmart
10,04-06-2010,1931406.28,No,82.82,2.941,126.1360645,9.524,Walmart
10,11-06-2010,1827521.71,No,89.67,3.057,126.1119032,9.524,Walmart
10,18-06-2010,1837636.24,No,83.49,2.935,126.114,9.524,Walmart
10,25-06-2010,1768172.31,No,90.32,3.084,126.1266,9.524,Walmart
10,02-07-2010,1845893.87,No,92.89,2.978,126.1392,9.199,Walmart
10,09-07-2010,1769793.37,No,91.03,3.1,126.1518,9.199,Walmart
10,16-07-2010,1828052.47,No,91.8,2.971,126.1498065,9.199,Walmart
10,23-07-2010,1831676.03,No,88.44,3.112,126.1283548,9.199,Walmart
10,30-07-2010,1832664.03,No,85.03,3.017,126.1069032,9.199,Walmart
10,06-08-2010,1949236.09,No,86.13,3.123,126.0854516,9.199,Walmart
10,13-08-2010,1962996.7,No,88.37,3.049,126.064,9.199,Walmart
10,20-08-2010,1983190.56,No,89.88,3.041,126.0766452,9.199,Walmart
10,27-08-2010,1727565.42,No,84.99,3.022,126.0892903,9.199,Walmart
10,03-09-2010,1766331.45,No,83.8,3.087,126.1019355,9.199,Walmart
10,10-09-2010,1720530.23,Yes,84.04,2.961,126.1145806,9.199,Walmart
10,17-09-2010,1716755.78,No,85.52,3.028,126.1454667,9.199,Walmart
10,24-09-2010,1655036.75,No,85.75,2.939,126.1900333,9.199,Walmart
10,01-10-2010,1645892.97,No,86.01,3.001,126.2346,9.003,Walmart
10,08-10-2010,1772192.42,No,77.04,2.924,126.2791667,9.003,Walmart
10,15-10-2010,1703850.25,No,75.48,3.08,126.3266774,9.003,Walmart
10,22-10-2010,1740234.06,No,68.12,3.014,126.3815484,9.003,Walmart
10,29-10-2010,1741308.56,No,68.76,3.13,126.4364194,9.003,Walmart
10,05-11-2010,1832211.96,No,71.04,3.009,126.4912903,9.003,Walmart
10,12-11-2010,1895901.59,No,61.24,3.13,126.5461613,9.003,Walmart
10,19-11-2010,1949177.13,No,58.83,3.047,126.6072,9.003,Walmart
10,26-11-2010,2939946.38,Yes,55.33,3.162,126.6692667,9.003,Walmart
10,03-12-2010,2251206.64,No,51.17,3.041,126.7313333,9.003,Walmart
10,10-12-2010,2411790.21,No,60.51,3.091,126.7934,9.003,Walmart
10,17-12-2010,2811646.85,No,59.15,3.125,126.8794839,9.003,Walmart
10,24-12-2010,3749057.69,No,57.06,3.236,126.9835806,9.003,Walmart
10,31-12-2010,1707298.14,Yes,49.67,3.148,127.0876774,9.003,Walmart
10,07-01-2011,1714309.9,No,43.43,3.287,127.1917742,8.744,Walmart
10,14-01-2011,1710803.59,No,49.98,3.312,127.3009355,8.744,Walmart
10,21-01-2011,1677556.18,No,56.75,3.336,127.4404839,8.744,Walmart
10,28-01-2011,1715769.05,No,53.03,3.231,127.5800323,8.744,Walmart
10,04-02-2011,1968045.91,No,44.88,3.348,127.7195806,8.744,Walmart
10,11-02-2011,2115408.31,Yes,51.51,3.381,127.859129,8.744,Walmart
10,18-02-2011,2106934.55,No,61.77,3.43,127.99525,8.744,Walmart
10,25-02-2011,1967996.71,No,53.59,3.398,128.13,8.744,Walmart
10,04-03-2011,1958003.19,No,56.96,3.674,128.26475,8.744,Walmart
10,11-03-2011,1933469.15,No,64.22,3.63,128.3995,8.744,Walmart
10,18-03-2011,1884734.31,No,70.12,3.892,128.5121935,8.744,Walmart
10,25-03-2011,1815798.85,No,62.53,3.716,128.6160645,8.744,Walmart
10,01-04-2011,1827733.18,No,67.64,3.772,128.7199355,8.494,Walmart
